,Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,groupe
2517,2517,Renault KWID Climber 1.0 MT,2018,380000,5000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0,2
2518,2518,Maruti Wagon R LXI LPG BSIV,2010,275000,50000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77Nm@ 3500rpm,5.0,2
2519,2519,Maruti Swift Dzire VDI,2015,520000,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,1
2520,2520,Maruti Swift Dzire VDI,2015,610000,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,1
2521,2521,Maruti Wagon R LXI,2004,85000,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,90Nm@ 3500rpm,5.0,2
2522,2522,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,200Nm@ 1900rpm,5.0,1
2523,2523,Hyundai EON Era Plus,2015,229999,34000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,2
2524,2524,Hyundai Grand i10 Sportz,2015,411000,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,2
2525,2525,Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,85Nm@ 3000rpm,5.0,2
2526,2526,Toyota Etios Cross 1.4L GD,2014,550000,31000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,170Nm@ 1800-2400rpm,5.0,1
2527,2527,Maruti Wagon R LXI CNG,2018,459999,70000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0,2
2528,2528,Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,114Nm@ 4000rpm,5.0,2
2529,2529,Hyundai Santro Magna AMT BSIV,2019,499000,5000,Petrol,Individual,Automatic,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0,2
2530,2530,Maruti Eeco 7 Seater Standard BSIV,2018,358000,44000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,7.0,2
2531,2531,Toyota Etios Diesel TRD Sportivo,2012,278000,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,170Nm@ 1800-2400rpm,5.0,1
2532,2532,Fiat Grande Punto EVO 1.3 Active,2014,320000,39395,Diesel,Individual,Manual,First Owner,21.2,1248,75.0,197Nm@ 1750rpm,5.0,1
2533,2533,Renault Fluence 1.5,2013,580000,67000,Diesel,Individual,Manual,Second Owner,20.4,1461,108.5,240Nm@ 1850rpm,5.0,1
2534,2534,Honda City VX CVT,2019,1300000,20000,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,145Nm@ 4600rpm,5.0,3
2535,2535,Honda Amaze VX i-DTEC,2018,825000,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5.0,1
2536,2536,Toyota Corolla AE,2004,170000,120000,Petrol,Individual,Manual,Second Owner,13.4,1794,125.0,"16.1@ 4,200(kgm@ rpm)",5.0,1
2537,2537,Toyota Fortuner 4x4 MT,2014,1700000,80000,Diesel,Individual,Manual,Second Owner,12.55,2982,168.5,343Nm@ 1400-3400rpm,7.0,1
2538,2538,Hyundai Santro Sportz BSIV,2018,490000,7000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0,2
2539,2539,Mahindra XUV500 W4,2018,1050000,15000,Diesel,Individual,Manual,First Owner,16.0,2179,140.0,330Nm@ 1600-2800rpm,7.0,1
2540,2540,Chevrolet Beat LT,2016,210000,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,106.5Nm@ 4400rpm,5.0,2
2541,2541,Mahindra Scorpio Intelli Hybrid S10,2016,1250000,30000,Diesel,Individual,Manual,First Owner,15.4,2179,120.0,280Nm@ 1800-2800rpm,7.0,1
2542,2542,Maruti Swift VDI,2012,320000,120000,Diesel,Individual,Manual,Second Owner,22.9,1248,74.0,190Nm@ 2000rpm,5.0,1
2543,2543,Chevrolet Optra Magnum 2.0 LT,2012,400000,64000,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,305Nm@ 2000rpm,5.0,1
2544,2544,Maruti Ritz VDi,2013,320000,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,190Nm@ 2000rpm,5.0,1
2545,2545,Toyota Corolla Altis Diesel D4DG,2012,600000,85000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,205Nm@ 1800-2800rpm,5.0,1
2546,2546,Maruti Alto K10 2010-2014 VXI,2012,275000,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5.0,2
2547,2547,Maruti Alto LXi,2009,170000,59000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,62Nm@ 3000rpm,5.0,2
2548,2548,Chevrolet Beat Diesel LT,2012,155000,98000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,150Nm@ 1750rpm,5.0,1
2549,2549,Tata Indica Vista Quadrajet LS,2012,240000,70000,Diesel,Individual,Manual,First Owner,18.9,1248,0.0,190Nm@ 2000rpm,5.0,1
2550,2550,Tata Indica Vista Quadrajet LS,2012,240000,70000,Diesel,Individual,Manual,First Owner,18.9,1248,0.0,190Nm@ 2000rpm,5.0,1
2551,2551,Maruti Swift VDI BSIV,2011,320000,120000,Diesel,Individual,Manual,Second Owner,18.9,1248,74.0,190Nm@ 2000rpm,5.0,1
2552,2552,Renault Duster 85PS Diesel RxL Plus,2015,620000,140000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,200Nm@ 1900rpm,5.0,1
2553,2553,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,530000,50000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0,2
2554,2554,Toyota Etios Liva VD,2015,550000,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5.0,1
2555,2555,Honda City i DTEC SV,2014,600000,90000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5.0,1
2556,2556,Mahindra XUV500 W4,2014,649000,117000,Diesel,Individual,Manual,Third Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,1
2557,2557,Honda City i DTEC SV,2014,625000,90000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5.0,1
2558,2558,Chevrolet Spark 1.0 PS,2010,125000,70000,Petrol,Individual,Manual,First Owner,16.0,995,63.0,90.3Nm@ 4200rpm,5.0,2
2559,2559,Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,230000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,171Nm@ 1800rpm,9.0,1
2560,2560,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,145Nm@ 4100rpm,5.0,2
2561,2561,Tata Xenon XT EX 4X4,2015,600000,60000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,320Nm@ 1750-2700rpm,5.0,1
2562,2562,Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0,2
2563,2563,Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135Nm@ 2500rpm,5.0,1
2564,2564,Hyundai Verna 1.6 VGT CRDi,2011,400000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5.0,1
2565,2565,Chevrolet Beat LS,2010,120000,40000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,108Nm@ 4400rpm,5.0,2
2566,2566,Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,110000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,200Nm@ 1750-3000rpm,5.0,1
2567,2567,Maruti Alto K10 2010-2014 VXI,2011,190000,92500,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,90Nm@ 3500rpm,5.0,2
2568,2568,Maruti Alto 800 LXI,2017,310000,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0,2
2569,2569,Renault KWID RXL,2019,380000,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,2
2570,2570,Mahindra Bolero Power Plus ZLX,2019,740000,14000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0,1
2571,2571,Datsun RediGO T Option,2016,260000,35000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,72Nm@ 4386rpm,5.0,2
2572,2572,Maruti Alto K10 VXI,2017,320000,32000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0,2
2573,2573,Maruti Wagon R LXI CNG,2013,211000,90000,CNG,Individual,Manual,First Owner,26.6,998,58.16,77Nm@ 3500rpm,5.0,2
2574,2574,Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,35000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,2
2575,2575,Maruti Swift Dzire VDI,2017,651000,32500,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,1
2576,2576,Maruti Alto K10 VXI AGS,2019,380000,14000,Petrol,Individual,Automatic,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0,2
2577,2577,Chevrolet Beat Diesel LT,2014,160000,70000,Diesel,Individual,Manual,Third Owner,25.44,936,56.3,142.5Nm@ 1750rpm,5.0,1
2578,2578,Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,Petrol,Individual,Automatic,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5.0,3
2579,2579,Maruti Wagon R Duo Lxi,2011,300000,300000,LPG,Individual,Manual,First Owner,26.2,998,58.2,77Nm@ 3500rpm,5.0,1
2580,2580,Maruti Swift VDI Optional,2015,405000,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5.0,1
2581,2581,Mahindra XUV500 W8 2WD,2015,850000,64800,Diesel,Individual,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,1
2582,2582,Mahindra Bolero Power Plus ZLX,2017,680000,90000,Diesel,Individual,Manual,First Owner,16.5,1493,70.0,195Nm@ 1400-2200rpm,7.0,1
2583,2583,Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,Petrol,Individual,Manual,First Owner,19.1,1197,82.0,114Nm@ 4000rpm,5.0,2
2584,2584,Hyundai Verna 1.4 CRDi,2015,525000,248000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,219.7Nm@ 1750-2750rpm,5.0,1
2585,2585,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,1019999,60000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7.0,1
2586,2586,Toyota Innova 2.5 G2,2005,245000,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,1
2587,2587,Hyundai Elantra CRDi SX,2015,869999,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.2,259.88Nm@ 1900-2750rpm,5.0,1
2588,2588,Maruti Wagon R Duo Lxi,2010,160000,66444,LPG,Individual,Manual,First Owner,26.2,998,58.2,77Nm@ 3500rpm,5.0,2
2589,2589,Maruti Vitara Brezza VDi Option,2016,700000,86000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,1
2590,2590,Nissan Sunny Diesel XV,2012,300000,90000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,200Nm@ 2000rpm,5.0,1
2591,2591,Honda Civic 1.8 S AT,2007,175000,218463,Petrol,Individual,Automatic,First Owner,12.9,1799,130.0,172Nm@ 4300rpm,5.0,1
2592,2592,Toyota Innova 2.5 VX 8 STR,2012,960000,153000,Diesel,Individual,Manual,First Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,1
2593,2593,Mahindra Thar CRDe AC,2014,525000,70000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0,1
2594,2594,Hyundai Grand i10 CRDi Sportz,2015,345000,60000,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5.0,1
2595,2595,Honda Amaze S i-Vtech,2015,390000,50000,Petrol,Individual,Manual,First Owner,18.0,1198,86.7,109Nm@ 4500rpm,5.0,2
2596,2596,Datsun GO T Option BSIV,2015,275000,20000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104Nm@ 4000rpm,5.0,2
2597,2597,Chevrolet Sail 1.2 LS ABS,2014,310000,35000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,108.5Nm@ 5000rpm,5.0,2
2598,2598,Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0,2
2599,2599,Chevrolet Sail Hatchback LT ABS,2013,200000,70000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,205Nm@ 1750rpm,5.0,1
2600,2600,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,53000,Diesel,Individual,Manual,First Owner,20.14,1498,88.0,230Nm@ 1500-2500rpm,5.0,1
2601,2601,Honda City i-DTEC VX,2018,1031000,60000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5.0,1
2602,2602,Hyundai EON 1.0 Era Plus,2018,330000,70000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0,2
2603,2603,Hyundai Santro Era,2019,399000,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0,2
2604,2604,Hyundai i10 Magna,2012,250000,103000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,111.7Nm@ 4000rpm,5.0,2
2605,2605,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,600000,20000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5.0,1
2606,2606,Maruti Swift VDI,2013,375000,77000,Diesel,Individual,Manual,First Owner,22.9,1248,74.0,190Nm@ 2000rpm,5.0,1
2607,2607,Volkswagen Vento Diesel Highline,2012,375000,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5.0,1
2608,2608,Hyundai Verna 1.6 CRDi EX MT,2013,445000,87185,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5.0,1
2609,2609,Maruti Wagon R LXI,2003,55000,167000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5.0,2
2610,2610,Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,611000,77000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0,1
2611,2611,Hyundai Verna 1.4 CRDi,2014,459999,110000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,219.7Nm@ 1750-2750rpm,5.0,1
2612,2612,Ford Fiesta EXi 1.4 TDCi Ltd,2011,275000,120000,Diesel,Individual,Manual,Second Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,1
2613,2613,Hyundai Santro Xing GLS CNG,2011,185000,170000,CNG,Individual,Manual,First Owner,11.88,1086,62.1,96.1Nm@ 3000rpm,5.0,1
2614,2614,Hyundai Verna 1.6 SX,2012,390000,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5.0,1
2615,2615,Chevrolet Spark 1.0 LT,2007,72000,40000,Petrol,Individual,Manual,Second Owner,18.0,995,62.0,90.3Nm@ 4200rpm,5.0,2
2616,2616,Tata Indica V2 DL BSIII,2007,90000,50000,Diesel,Individual,Manual,First Owner,17.88,1396,52.8,85Nm@ 2500rpm,5.0,1
2617,2617,Toyota Etios GD,2015,500000,125000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5.0,1
2618,2618,Maruti Wagon R LXI CNG,2011,200000,137000,CNG,Individual,Manual,First Owner,26.2,998,58.2,77Nm@ 3500rpm,5.0,2
2619,2619,Mahindra XUV500 W9 BSIV,2019,1575000,18000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0,1
2620,2620,Hyundai Grand i10 Sportz,2015,511000,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,2
2621,2621,Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368,88.7,115Nm@ 4500rpm,5.0,2
2622,2622,Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,245Nm@ 4000rpm,8.0,3
2623,2623,Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,69Nm@ 3500rpm,5.0,2
2624,2624,Maruti Baleno Delta 1.2,2018,550000,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0,2
2625,2625,Maruti Alto K10 VXI,2017,325000,3564,Petrol,Individual,Manual,First Owner,23.95,998,67.05,90Nm@ 3500rpm,5.0,2
2626,2626,Maruti Swift Dzire VDI Optional,2015,525000,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,1
2627,2627,Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,321Nm@ 1600-2400rpm,7.0,1
2628,2628,Tata Indigo CS eVX,2012,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396,69.0,140Nm@ 1800-3000rpm,5.0,1
2629,2629,Chevrolet Beat LT,2011,120000,90000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,108Nm@ 4400rpm,5.0,2
2630,2630,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5.0,3
2631,2631,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0,3
2632,2632,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5.0,3
2633,2633,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7.0,1
2634,2634,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0,3
2635,2635,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213Nm@ 4500rpm,5.0,3
2636,2636,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90Nm@ 3500rpm,5.0,2
2637,2637,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0,3
2638,2638,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110Nm@ 4800rpm,5.0,2
2639,2639,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7.0,3
2640,2640,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,3
2641,2641,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132Nm@ 3000rpm,5.0,3
2642,2642,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,3
2643,2643,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5.0,1
2644,2644,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0,3
2645,2645,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0,3
2646,2646,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0,3
2647,2647,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153Nm@ 3800rpm,5.0,3
2648,2648,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0,3
2649,2649,Hyundai Santro Xing GLS,2011,170000,50000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5.0,2
2650,2650,Tata Indigo CS eLX BS IV,2010,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396,69.0,140Nm@ 1800-3000rpm,5.0,1
2651,2651,Maruti Celerio ZXI AT,2016,350000,17000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0,2
2652,2652,Maruti Swift AMT VXI,2018,500000,40000,Petrol,Individual,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,2
2653,2653,Tata Indigo LS,2009,135000,137000,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5.0,1
2654,2654,Renault KWID RXL,2018,340000,20000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,2
2655,2655,Hyundai Grand i10 Sportz,2020,330000,70000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0,2
2656,2656,Maruti SX4 Vxi BSIV,2011,350000,48756,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,145Nm@ 4100rpm,5.0,2
2657,2657,Toyota Fortuner 4x2 AT,2015,1850000,30000,Diesel,Individual,Automatic,Second Owner,12.55,2982,168.5,360Nm@ 1400-3200rpm,7.0,3
2658,2658,Hyundai Xcent 1.1 CRDi SX,2016,400000,110000,Diesel,Individual,Manual,First Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5.0,1
2659,2659,Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000,80322,Diesel,Dealer,Manual,First Owner,17.8,1399,67.0,160Nm@ 2000rpm,5.0,1
2660,2660,Mahindra Scorpio 1.99 S4,2015,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7.0,1
2661,2661,Mahindra Scorpio S2 7 Seater,2017,850000,110000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200Nm@ 1400-2200rpm,7.0,1
2662,2662,Maruti SX4 ZDI Leather,2012,350000,70000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,200Nm@ 1750rpm,5.0,1
2663,2663,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177.0,430Nm@ 1750-2500rpm,5.0,3
2664,2664,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0,3
2665,2665,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999,177.0,430Nm@ 1750-2500rpm,5.0,3
2666,2666,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,320Nm@ 1500-3000rpm,7.0,1
2667,2667,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0,3
2668,2668,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,213Nm@ 4500rpm,5.0,3
2669,2669,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,90Nm@ 3500rpm,5.0,2
2670,2670,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0,3
2671,2671,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,110Nm@ 4800rpm,5.0,2
2672,2672,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7.0,3
2673,2673,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,3
2674,2674,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,132Nm@ 3000rpm,5.0,3
2675,2675,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,3
2676,2676,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5.0,1
2677,2677,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0,3
2678,2678,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0,3
2679,2679,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0,3
2680,2680,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,153Nm@ 3800rpm,5.0,3
2681,2681,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0,3
2682,2682,Toyota Etios GD,2012,500000,90000,Diesel,Individual,Manual,First Owner,18.9,1248,74.0,190Nm@ 2000rpm,5.0,1
2683,2683,Honda Mobilio RS i DTEC,2015,550000,120000,Diesel,Individual,Manual,Second Owner,24.5,1498,98.6,200Nm@ 1750rpm,7.0,1
2684,2684,Tata Safari Storme VX,2015,925000,60000,Diesel,Individual,Manual,First Owner,14.0,2179,138.1,320Nm@ 1700-2700rpm,7.0,1
